사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2023092500100115,2023년 9월 25일 08시,월요일,대전광역시 동구 용운동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,79세,상해없음,보행자,남,62세,경상
2023092500100165,2023년 9월 25일 09시,월요일,대전광역시 서구 도마동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,64세,기타불명,승합,남,54세,경상
2023092500100249,2023년 9월 25일 11시,월요일,대전광역시 서구 가장동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,65세,상해없음,이륜,남,43세,경상
2023092500100250,2023년 9월 25일 11시,월요일,대전광역시 서구 괴정동,경상사고,0,0,2,0,차대차 - 측면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,남,49세,상해없음,승용,남,55세,경상
2023092500100251,2023년 9월 25일 11시,월요일,대전광역시 유성구 화암동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,50세,기타불명,승용,남,42세,경상
2023092500100331,2023년 9월 25일 13시,월요일,대전광역시 대덕구 대화동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,28세,상해없음,승용,여,26세,경상
2023092500100377,2023년 9월 25일 14시,월요일,대전광역시 서구 도안동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,이륜,남,42세,경상,승용,여,40세,상해없음
2023092500100378,2023년 9월 25일 14시,월요일,대전광역시 유성구 전민동,중상사고,0,1,0,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승합,남,59세,상해없음,자전거,남,81세 이상,중상
2023092500100423,2023년 9월 25일 15시,월요일,대전광역시 유성구 구암동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,43세,기타불명,이륜,남,18세,경상
2023092500100497,2023년 9월 25일 17시,월요일,대전광역시 중구 대흥동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승용,여,57세,상해없음,승용,남,27세,경상
2023092500100498,2023년 9월 25일 17시,월요일,대전광역시 중구 산성동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,69세,상해없음,승용,여,63세,경상
2023092500100499,2023년 9월 25일 17시,월요일,대전광역시 서구 변동,경상사고,0,0,2,0,차대차 - 기타,기타,건조,맑음,단일로 - 기타,승용,여,36세,상해없음,이륜,남,51세,경상
2023092500100500,2023년 9월 25일 17시,월요일,대전광역시 유성구 봉명동,경상사고,0,0,1,0,차대차 - 측면충돌,기타,건조,맑음,교차로 - 교차로안,승용,남,30세,경상,승용,여,66세,상해없음
2023092500100545,2023년 9월 25일 18시,월요일,대전광역시 중구 오류동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,34세,상해없음,보행자,남,22세,경상
2023092500100546,2023년 9월 25일 18시,월요일,대전광역시 서구 만년동,경상사고,0,0,3,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,72세,상해없음,승합,남,58세,경상
2023092500100547,2023년 9월 25일 18시,월요일,대전광역시 유성구 궁동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 터널,승용,남,62세,기타불명,승용,남,31세,경상
2023092500100589,2023년 9월 25일 19시,월요일,대전광역시 유성구 관평동,경상사고,0,0,2,0,차대차 - 정면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,56세,기타불명,승용,여,21세,경상
2023092500100590,2023년 9월 25일 19시,월요일,대전광역시 유성구 덕명동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,젖음/습기,비,교차로 - 교차로횡단보도내,승용,남,43세,상해없음,보행자,남,74세,중상
2023092500100591,2023년 9월 25일 19시,월요일,대전광역시 유성구 방동,경상사고,0,0,4,0,차대차 - 기타,안전운전불이행,젖음/습기,비,기타 - 기타,화물,남,56세,상해없음,승용,여,58세,경상
2023092500100626,2023년 9월 25일 20시,월요일,대전광역시 중구 태평동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,젖음/습기,비,교차로 - 교차로횡단보도내,승용,여,35세,상해없음,보행자,남,27세,경상
2023092500100664,2023년 9월 25일 21시,월요일,대전광역시 대덕구 송촌동,중상사고,0,1,1,0,차대사람 - 기타,안전운전불이행,젖음/습기,비,교차로 - 교차로안,승용,남,62세,상해없음,보행자,남,42세,경상
2023092500100665,2023년 9월 25일 21시,월요일,대전광역시 유성구 봉명동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,젖음/습기,비,기타 - 기타,승용,남,66세,상해없음,보행자,남,38세,경상
2023092500100707,2023년 9월 25일 23시,월요일,대전광역시 대덕구 중리동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,이륜,남,49세,상해없음,승용,남,58세,경상
2023092600100020,2023년 9월 26일 02시,화요일,대전광역시 유성구 봉명동,중상사고,0,1,1,0,차대차 - 정면충돌,신호위반,젖음/습기,비,교차로 - 교차로안,승용,남,63세,기타불명,승용,남,28세,중상
2023092600100049,2023년 9월 26일 05시,화요일,대전광역시 서구 용문동,중상사고,0,1,2,0,차대차 - 기타,신호위반,젖음/습기,비,교차로 - 교차로부근,건설기계,남,63세,상해없음,승용,남,63세,경상
2023092600100150,2023년 9월 26일 08시,화요일,대전광역시 서구 탄방동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,젖음/습기,비,교차로 - 교차로부근,승용,여,41세,상해없음,승용,남,68세,상해없음
2023092600100151,2023년 9월 26일 08시,화요일,대전광역시 유성구 지족동,경상사고,0,0,2,1,차대차 - 기타,안전거리미확보,젖음/습기,비,단일로 - 기타,승용,여,45세,부상신고,승용,남,50세,경상
2023092600100193,2023년 9월 26일 09시,화요일,대전광역시 중구 용두동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,젖음/습기,비,단일로 - 고가도로위,승용,남,36세,상해없음,승용,남,47세,경상
2023092600100215,2023년 9월 26일 10시,화요일,대전광역시 중구 용두동,경상사고,0,0,1,1,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,여,54세,부상신고,화물,남,65세,경상
2023092600100216,2023년 9월 26일 10시,화요일,대전광역시 유성구 궁동,경상사고,0,0,1,0,차대사람 - 기타,기타,젖음/습기,비,주차장 - 주차장,승용,남,79세,상해없음,보행자,여,23세,경상
2023092600100252,2023년 9월 26일 11시,화요일,대전광역시 중구 산성동,경상사고,0,0,2,0,차대차 - 측면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,남,49세,상해없음,승용,남,71세,경상
2023092600100253,2023년 9월 26일 11시,화요일,대전광역시 중구 중촌동,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,젖음/습기,비,교차로 - 교차로부근,화물,남,59세,상해없음,승용,여,58세,경상
2023092600100254,2023년 9월 26일 11시,화요일,대전광역시 중구 중촌동,부상신고사고,0,0,0,1,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,75세,부상신고,화물,남,50세,기타불명
2023092600100255,2023년 9월 26일 11시,화요일,대전광역시 유성구 장대동,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,젖음/습기,비,교차로 - 교차로부근,승용,남,20세 이하,상해없음,승용,남,68세,경상
2023092600100256,2023년 9월 26일 11시,화요일,대전광역시 유성구 관평동,중상사고,0,1,0,0,차대차 - 기타,안전거리미확보,젖음/습기,비,기타 - 기타,승용,남,41세,상해없음,이륜,남,54세,중상
2023092600100286,2023년 9월 26일 12시,화요일,대전광역시 유성구 대정동,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,기타 - 기타,화물,남,61세,상해없음,화물,남,59세,경상
2023092600100322,2023년 9월 26일 13시,화요일,대전광역시 동구 삼성동,경상사고,0,0,2,0,차대사람 - 기타,안전운전불이행,젖음/습기,맑음,기타 - 기타,자전거,남,20세 이하,경상,보행자,여,61세,경상
2023092600100323,2023년 9월 26일 13시,화요일,대전광역시 서구 관저동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,여,67세,상해없음,승용,여,47세,경상
2023092600100324,2023년 9월 26일 13시,화요일,대전광역시 유성구 구성동,중상사고,0,1,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,33세,기타불명,승용,남,25세,경상
2023092600100405,2023년 9월 26일 15시,화요일,대전광역시 서구 둔산동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,화물,남,62세,상해없음,승용,남,32세,경상
2023092600100451,2023년 9월 26일 16시,화요일,대전광역시 중구 문화동,경상사고,0,0,1,0,차대사람 - 기타,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,72세,상해없음,보행자,여,16세,경상
2023092600100452,2023년 9월 26일 16시,화요일,대전광역시 중구 대흥동,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,46세,상해없음,,,,
2023092600100511,2023년 9월 26일 17시,화요일,대전광역시 동구 대동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,68세,상해없음,화물,남,54세,경상
2023092600100512,2023년 9월 26일 17시,화요일,대전광역시 서구 정림동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,젖음/습기,비,교차로 - 교차로횡단보도내,화물,남,46세,기타불명,보행자,여,71세,중상
2023092600100561,2023년 9월 26일 18시,화요일,대전광역시 중구 유천동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,젖음/습기,비,교차로 - 교차로안,승용,남,49세,상해없음,이륜,남,27세,경상
2023092600100562,2023년 9월 26일 18시,화요일,대전광역시 동구 가양동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,젖음/습기,비,교차로 - 교차로안,승용,남,72세,상해없음,보행자,남,81세 이상,경상
2023092600100610,2023년 9월 26일 19시,화요일,대전광역시 서구 둔산동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,34세,상해없음,승용,여,28세,경상
2023092600100675,2023년 9월 26일 21시,화요일,대전광역시 대덕구 대화동,경상사고,0,0,1,0,차량단독 - 전도전복 - 전복,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,42세,경상,,,,
2023092600100696,2023년 9월 26일 22시,화요일,대전광역시 유성구 지족동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,흐림,교차로 - 교차로부근,승용,여,57세,상해없음,기타불명,남,51세,경상
2023092600100716,2023년 9월 26일 23시,화요일,대전광역시 서구 관저동,경상사고,0,0,1,0,차대차 - 측면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,남,63세,상해없음,이륜,남,23세,경상
2023092600100717,2023년 9월 26일 23시,화요일,대전광역시 서구 괴정동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,37세,경상,승용,여,65세,경상
2023092700100044,2023년 9월 27일 04시,수요일,대전광역시 대덕구 중리동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,화물,남,51세,상해없음,보행자,여,37세,중상
2023092700100082,2023년 9월 27일 06시,수요일,대전광역시 대덕구 대화동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,여,27세,경상,승용,여,55세,경상
2023092700100106,2023년 9월 27일 07시,수요일,대전광역시 대덕구 오정동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,68세,상해없음,화물,남,36세,경상
2023092700100107,2023년 9월 27일 07시,수요일,대전광역시 유성구 신성동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,젖음/습기,비,교차로 - 교차로안,화물,남,53세,상해없음,승용,여,34세,경상
2023092700100158,2023년 9월 27일 08시,수요일,대전광역시 동구 삼성동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,젖음/습기,비,교차로 - 교차로횡단보도내,화물,남,58세,상해없음,보행자,남,14세,경상
2023092700100159,2023년 9월 27일 08시,수요일,대전광역시 동구 낭월동,경상사고,0,0,1,0,차대차 - 정면충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,32세,상해없음,승용,남,64세,경상
2023092700100199,2023년 9월 27일 09시,수요일,대전광역시 서구 도마동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,59세,상해없음,승합,남,41세,상해없음
2023092700100200,2023년 9월 27일 09시,수요일,대전광역시 서구 탄방동,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,53세,기타불명,특수,남,60세,경상
2023092700100238,2023년 9월 27일 10시,수요일,대전광역시 중구 선화동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,52세,상해없음,보행자,남,81세 이상,중상
2023092700100271,2023년 9월 27일 11시,수요일,대전광역시 중구 문창동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,66세,상해없음,이륜,남,56세,경상
2023092700100272,2023년 9월 27일 11시,수요일,대전광역시 서구 괴정동,경상사고,0,0,2,0,차대차 - 측면충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,58세,상해없음,승용,여,46세,경상
2023092700100273,2023년 9월 27일 11시,수요일,대전광역시 서구 도마동,중상사고,0,1,0,0,차량단독 - 기타,기타,건조,맑음,기타 - 기타,승합,남,51세,상해없음,,,,
2023092700100274,2023년 9월 27일 11시,수요일,대전광역시 대덕구 오정동,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,54세,상해없음,이륜,남,37세,경상
2023092700100275,2023년 9월 27일 11시,수요일,대전광역시 서구 갈마동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,32세,상해없음,보행자,남,25세,경상
2023092700100322,2023년 9월 27일 12시,수요일,대전광역시 중구 문화동,경상사고,0,0,1,0,차대차 - 기타,차로위반,건조,맑음,단일로 - 기타,승용,여,44세,상해없음,승합,남,50세,상해없음
2023092700100365,2023년 9월 27일 13시,수요일,대전광역시 대덕구 중리동,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,56세,상해없음,승용,여,63세,경상
2023092700100366,2023년 9월 27일 13시,수요일,대전광역시 유성구 궁동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,주차장 - 주차장,승용,여,58세,상해없음,승용,여,30세,경상
2023092700100458,2023년 9월 27일 15시,수요일,대전광역시 서구 내동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,45세,상해없음,승용,여,60세,경상
2023092700100459,2023년 9월 27일 15시,수요일,대전광역시 대덕구 오정동,중상사고,0,1,0,0,차대차 - 측면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,자전거,남,20세 이하,중상,화물,남,67세,상해없음
2023092700100508,2023년 9월 27일 16시,수요일,대전광역시 중구 문화동,중상사고,0,1,0,0,차대차 - 기타,불법유턴,건조,맑음,단일로 - 기타,화물,여,35세,상해없음,이륜,남,63세,중상
2023092700100509,2023년 9월 27일 16시,수요일,대전광역시 서구 복수동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,27세,상해없음,승용,남,59세,경상
2023092700100510,2023년 9월 27일 16시,수요일,대전광역시 유성구 반석동,중상사고,0,2,3,0,차대차 - 기타,안전거리미확보,건조,맑음,기타 - 기타,승용,남,34세,상해없음,승용,여,59세,경상
2023092700100581,2023년 9월 27일 17시,수요일,대전광역시 대덕구 와동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,단일로 - 고가도로위,승용,남,43세,기타불명,승용,남,24세,경상
2023092700100643,2023년 9월 27일 18시,수요일,대전광역시 중구 유천동,중상사고,0,1,0,0,차대사람 - 기타,보행자보호의무위반,건조,맑음,단일로 - 기타,이륜,남,44세,상해없음,보행자,남,68세,중상
2023092700100644,2023년 9월 27일 18시,수요일,대전광역시 서구 둔산동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,남,50세,상해없음,자전거,여,22세,경상
2023092700100645,2023년 9월 27일 18시,수요일,대전광역시 유성구 관평동,경상사고,0,0,1,0,차량단독 - 기타,기타,건조,맑음,단일로 - 기타,승합,남,57세,상해없음,,,,
2023092700100696,2023년 9월 27일 19시,수요일,대전광역시 서구 정림동,경상사고,0,0,1,0,차대차 - 측면충돌,불법유턴,건조,맑음,단일로 - 기타,승용,남,52세,상해없음,승용,여,29세,경상
2023092700100697,2023년 9월 27일 19시,수요일,대전광역시 서구 갈마동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,70세,상해없음,승용,남,34세,경상
2023092700100727,2023년 9월 27일 20시,수요일,대전광역시 대덕구 송촌동,부상신고사고,0,0,0,1,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,43세,상해없음,보행자,남,74세,부상신고
2023092700100760,2023년 9월 27일 21시,수요일,대전광역시 서구 도마동,경상사고,0,0,1,0,차대사람 - 기타,기타,건조,기타,기타 - 기타,이륜,남,34세,기타불명,보행자,여,37세,경상
2023092700100761,2023년 9월 27일 21시,수요일,대전광역시 유성구 봉명동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,27세,상해없음,이륜,남,39세,경상
2023092700100779,2023년 9월 27일 22시,수요일,대전광역시 대덕구 중리동,경상사고,0,0,3,0,차대차 - 후진중충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,30세,상해없음,승용,여,37세,경상
2023092700100780,2023년 9월 27일 22시,수요일,대전광역시 서구 갈마동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,58세,기타불명,승용,남,71세,경상
2023092800100044,2023년 9월 28일 03시,목요일,대전광역시 서구 갈마동,사망사고,2,0,0,0,차량단독 - 기타,기타,건조,맑음,단일로 - 지하차도(도로)내,이륜,남,24세,사망,,,,
2023092800100067,2023년 9월 28일 07시,목요일,대전광역시 동구 중동,중상사고,0,1,2,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,남,68세,상해없음,보행자,여,81세 이상,경상
2023092800100068,2023년 9월 28일 07시,목요일,대전광역시 유성구 원내동,경상사고,0,0,3,0,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로부근,화물,남,36세,상해없음,승용,여,44세,경상
2023092800100079,2023년 9월 28일 08시,목요일,대전광역시 중구 대흥동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,51세,상해없음,승용,남,60세,경상
2023092800100080,2023년 9월 28일 08시,목요일,대전광역시 중구 문창동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,화물,남,66세,상해없음,보행자,여,27세,경상
2023092800100159,2023년 9월 28일 11시,목요일,대전광역시 대덕구 석봉동,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,55세,상해없음,승용,남,42세,경상
2023092800100160,2023년 9월 28일 11시,목요일,대전광역시 서구 둔산동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로부근,승용,여,43세,상해없음,이륜,남,41세,경상
2023092800100161,2023년 9월 28일 11시,목요일,대전광역시 서구 탄방동,경상사고,0,0,5,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,39세,상해없음,승용,남,42세,경상
2023092800100204,2023년 9월 28일 12시,목요일,대전광역시 중구 오류동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,38세,기타불명,승용,여,60세,경상
2023092800100205,2023년 9월 28일 12시,목요일,대전광역시 대덕구 비래동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,기타 - 기타,승합,남,59세,상해없음,승용,여,61세,경상
2023092800100206,2023년 9월 28일 12시,목요일,대전광역시 유성구 장대동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,기타 - 기타,승합,남,57세,상해없음,승용,남,53세,경상
2023092800100267,2023년 9월 28일 14시,목요일,대전광역시 동구 성남동,경상사고,0,0,3,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,44세,상해없음,승합,남,56세,경상
2023092800100300,2023년 9월 28일 15시,목요일,대전광역시 서구 만년동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,자전거,여,49세,상해없음,보행자,여,12세 이하,경상
2023092800100301,2023년 9월 28일 15시,목요일,대전광역시 유성구 외삼동,경상사고,0,0,6,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,42세,상해없음,승용,남,50세,경상
2023092800100346,2023년 9월 28일 17시,목요일,대전광역시 대덕구 신대동,경상사고,0,0,2,1,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,49세,상해없음,승용,남,49세,경상
2023092800100400,2023년 9월 28일 19시,목요일,대전광역시 중구 석교동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승합,남,28세,상해없음,승용,여,38세,경상
2023092800100401,2023년 9월 28일 19시,목요일,대전광역시 서구 둔산동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,자전거,남,20세 이하,상해없음,자전거,여,29세,부상신고
2023092800100402,2023년 9월 28일 19시,목요일,대전광역시 서구 가장동,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,32세,기타불명,승용,남,32세,경상
2023092800100403,2023년 9월 28일 19시,목요일,대전광역시 유성구 화암동,부상신고사고,0,0,0,1,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,54세,상해없음,승용,남,25세,부상신고
2023092800100427,2023년 9월 28일 20시,목요일,대전광역시 대덕구 목상동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,28세,상해없음,이륜,남,22세,중상
2023092800100428,2023년 9월 28일 20시,목요일,대전광역시 유성구 장대동,경상사고,0,0,6,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,40세,상해없음,승용,여,59세,경상
2023092800100453,2023년 9월 28일 21시,목요일,대전광역시 동구 가양동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,20세 이하,상해없음,이륜,남,57세,중상
2023092800100469,2023년 9월 28일 22시,목요일,대전광역시 동구 용전동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승합,남,63세,상해없음,보행자,남,40세,경상
2023092800100478,2023년 9월 28일 23시,목요일,대전광역시 서구 내동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,26세,상해없음,자전거,여,24세,중상
2023092800100479,2023년 9월 28일 23시,목요일,대전광역시 대덕구 중리동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,개인형이동수단(PM),남,35세,상해없음,이륜,남,40세,부상신고
2023092900100010,2023년 9월 29일 00시,금요일,대전광역시 서구 둔산동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,27세,상해없음,보행자,남,37세,경상
2023092900100027,2023년 9월 29일 04시,금요일,대전광역시 동구 홍도동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,71세,상해없음,승용,남,30세,경상
2023092900100076,2023년 9월 29일 10시,금요일,대전광역시 대덕구 상서동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,61세,상해없음,승용,남,40세,경상
2023092900100147,2023년 9월 29일 13시,금요일,대전광역시 서구 탄방동,경상사고,0,0,2,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로부근,승용,남,58세,상해없음,승용,남,37세,경상
2023092900100148,2023년 9월 29일 13시,금요일,대전광역시 유성구 구암동,경상사고,0,0,7,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,81세 이상,상해없음,승용,남,28세,경상
2023092900100190,2023년 9월 29일 15시,금요일,대전광역시 서구 괴정동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,이륜,남,21세,상해없음,승용,남,62세,상해없음
2023092900100215,2023년 9월 29일 16시,금요일,대전광역시 유성구 노은동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,62세,상해없음,승용,남,57세,중상
2023092900100352,2023년 9월 29일 23시,금요일,대전광역시 유성구 원내동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승합,남,54세,상해없음,보행자,남,36세,경상
2023092900100353,2023년 9월 29일 23시,금요일,대전광역시 유성구 봉산동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,35세,상해없음,승용,남,55세,경상
2023093000100008,2023년 9월 30일 00시,토요일,대전광역시 동구 홍도동,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,원동기,남,44세,상해없음,승용,여,36세,경상
2023093000100009,2023년 9월 30일 00시,토요일,대전광역시 동구 대동,경상사고,0,0,3,0,차대차 - 추돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,25세,상해없음,승용,남,59세,경상
2023093000100075,2023년 9월 30일 10시,토요일,대전광역시 유성구 도룡동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,27세,상해없음,승용,남,76세,경상
2023093000100100,2023년 9월 30일 11시,토요일,대전광역시 대덕구 비래동,중상사고,0,1,0,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,71세,상해없음,이륜,남,39세,중상
2023093000100150,2023년 9월 30일 13시,토요일,대전광역시 유성구 봉명동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로부근,승용,남,24세,상해없음,승용,여,46세,경상
2023093000100211,2023년 9월 30일 15시,토요일,대전광역시 중구 태평동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로횡단보도내,이륜,남,47세,상해없음,자전거,남,50세,경상
